instance,algo,seed,phi,nv,dist,fuel,emis,IF,plow,pmed,phigh,lam,runtime,iters,error
RC201,IGLS,1,"(0.85, 1.0, 1.18)",4,2160.974239255648,606.1745510226873,1576.053832658987,0.2805098459810818,20.099934485259006,49.18678100085023,30.713284513890734,0.23391646184882145,32.852980613708496,37,
RC201,IGLS,2,"(0.85, 1.0, 1.18)",4,1864.592021732815,480.31918432659626,1248.8298792491503,0.2576001499138792,34.96498231396179,51.51015732013371,13.524860365904546,0.210921907331633,36.2256543636322,47,
RC201,IGLS,3,"(0.85, 1.0, 1.18)",4,1796.142795483181,464.54015776949007,1207.8044102006743,0.2586320858996759,34.166349696154946,54.363868605834234,11.469781698010802,0.2204407802625243,37.32538318634033,64,
RC201,IGLS,4,"(0.85, 1.0, 1.18)",4,2141.731791733357,624.9976997090157,1624.9940192434408,0.29181884590842694,15.979540956937141,37.639394942562404,46.38106410050041,0.24468343765633502,33.37199854850769,24,
RC201,IGLS,5,"(0.85, 1.0, 1.18)",4,2008.052626783674,593.9421601865158,1544.2496164849413,0.2957801764079467,17.798407439493346,35.82799948749135,46.37359307301533,0.2557269363506114,33.02264142036438,24,
RC201,RGLS,1,"(0.85, 1.0, 1.18)",4,1852.7727331562041,482.141410700169,1253.5676678204395,0.26022695718262195,27.004967254892474,56.27389376075215,16.72113898435537,0.20622441185875665,31.175195932388306,50,
RC201,RGLS,4,"(0.85, 1.0, 1.18)",4,2010.650574614457,525.6025598858492,1366.5666557032082,0.261409200843679,31.74053050265533,49.08404266254852,19.175426834796166,0.21261684244169687,32.02201724052429,33,
RC201,RGLS,5,"(0.85, 1.0, 1.18)",4,1795.8222185986806,459.47266837595987,1194.6289377774956,0.2558564336811115,32.00208639323209,57.01505594312077,10.982857663647092,0.2065805390784596,32.207133293151855,46,
RC201,RGLS,2,"(0.85, 1.0, 1.18)",4,1915.9893701862843,492.92111537539864,1281.5948999760365,0.25726714513425186,26.959295058853467,66.87071439426478,6.169990546881765,0.21394809159354838,36.16985034942627,45,
RC201,RGLS,3,"(0.85, 1.0, 1.18)",4,1899.5627945151775,502.2341392491673,1305.808762047835,0.26439459685108846,23.982078415454787,63.40042838524187,12.617493199303379,0.2219477814800526,34.65538740158081,48,
RC201,HGLS,1,"(0.85, 1.0, 1.18)",4,1931.959982323449,506.1699574940029,1316.0418894844076,0.2619981584117822,29.88343759102229,50.946592680201924,19.169969728775794,0.20931543115619905,33.45876622200012,57,
RC201,HGLS,3,"(0.85, 1.0, 1.18)",4,1944.8655427913286,515.6895583680571,1340.7928517569485,0.2651543497592765,27.895301531772063,48.86503528975074,23.239663178477212,0.2140516577019284,30.910161018371582,62,
RC201,HGLS,2,"(0.85, 1.0, 1.18)",4,2036.294450538517,521.4387673218387,1355.7407950367806,0.2560723804869867,31.5930121994339,62.09900712143464,6.307980679131467,0.21515137345470428,31.611152410507202,44,
RC201,HGLS,4,"(0.85, 1.0, 1.18)",4,1875.4608396860312,495.0444747235822,1287.1156342813138,0.2639588437402175,27.04057652923378,53.35140698926925,19.60801648149695,0.21179600790427466,32.212483406066895,43,
RC201,HGLS,5,"(0.85, 1.0, 1.18)",4,1786.0849033184293,450.3052119320865,1170.793551023425,0.2521185925122869,30.975614828601735,61.67209357371355,7.3522915976847045,0.20075804314750045,30.713542461395264,39,
RC201,ALNS,1,"(0.85, 1.0, 1.18)",4,1871.4947323780352,468.0475091530672,1216.923523797975,0.25009288086979414,42.16184804283035,52.3905874913531,5.447564465816534,0.20859303152090067,30.648117303848267,20,
RC201,ALNS,2,"(0.85, 1.0, 1.18)",4,1763.646190479423,458.0805635736318,1191.0094652914427,0.25973495480355324,29.4350806530769,57.64915842846788,12.91576091845525,0.21348104920418612,31.419825792312622,25,
RC201,ALNS,3,"(0.85, 1.0, 1.18)",4,2004.9677272849267,534.6753801853492,1390.155988481908,0.26667530499824665,23.939367018100153,56.10358690388926,19.957046078010595,0.21597893272206892,31.683393478393555,20,
RC201,ALNS,4,"(0.85, 1.0, 1.18)",4,1751.1311987471684,447.8448523697857,1164.3966161614428,0.2557460301604999,41.807708241415106,42.30053683917576,15.891754919409115,0.2079524281648048,31.29088306427002,15,
RC201,ALNS,5,"(0.85, 1.0, 1.18)",4,1755.6368650281902,452.3253893324894,1176.0460122644724,0.25764176997116456,31.04310861554885,55.67800631285715,13.278885071593995,0.20454768838812806,30.672211170196533,23,
